Rank,University_Name,State,Region,Division,Early_Career_Pay,Mid_Career_Pay,Make_World_Better_Percent,Stem_Percent,Type,Degree_Length,Room_And_Board,In_State_Tuition,In_State_Total,Out_Of_State_Tuition,Out_Of_State_Total,Total_Enrollment,American_Indian_Alaska_Native_Diversity_Percent,Asian_Diversity_Percent,Black_Diversity_Percent,Hispanic_Diversity_Percent,Native_Hawaiian_Pacific_Islander_Diversity_Percent,Two_Or_More_Races_Diversity_Percent,Total_Minority_Diversity_Percent,Non-Resident_Foreign_Diversity_Percent,Unknown_Diversity_Percent,White_Diversity_Percent,Women_Diversity_Percent,Men_Diversity_Percent
9,Colby Sawyer College,New Hampshire,Northeast,New England,46400,83700,43,7,Private,4 Year,14264,42398,56662,42398,56662,1369,0,0.02,0.06,0.03,0,0.01,0.12,0.1,0.15,0.63,0.69,0.31
9,Fairleigh Dickinson University Florham,New Jersey,Northeast,Middle Atlantic,53700,98500,42,6,Private,4 Year,13392,42618,56010,42618,56010,3231,0.01,0.06,0.11,0.13,0,0.02,0.33,0.03,0.07,0.58,0.57,0.43
9,Cornell University,New York,Northeast,Middle Atlantic,70100,128200,45,43,Private,4 Year,14816,55188,70004,55188,70004,21679,0,0.14,0.05,0.09,0,0.04,0.32,0.2,0.08,0.4,0.49,0.52
9,Queens University Charlotte,North Carolina,South,South Atlantic,49400,86600,48,9,Private,4 Year,10860,34684,45544,34684,45544,2248,0,0.02,0.17,0.05,0,0.01,0.27,0.06,0.11,0.57,0.7,0.3
9,Trinity Bible College and Graduate School,North Dakota,Midwest,West North Central,34100,61300,,0,Private,4 Year,6132,16320,22452,16320,22452,230,0.04,0,0.08,0.02,0.03,0.04,0.2,0.01,0,0.79,0.36,0.64
9,Ohio Wesleyan University,Ohio,Midwest,East North Central,51300,99200,46,21,Private,4 Year,12430,45760,58190,45760,58190,1734,0,0.02,0.07,0.04,0,0.05,0.18,0.07,0.03,0.72,0.54,0.47
9,Oral Roberts University,Oklahoma,South,West South Central,45900,85100,59,8,Private,4 Year,9450,27728,37178,27728,37178,3481,0.03,0.02,0.16,0.08,0,0.04,0.34,0.08,0.1,0.49,0.56,0.44
9,Drexel University,Pennsylvania,Northeast,Middle Atlantic,61700,114800,47,28,Private,4 Year,14079,53279,67358,53279,67358,26359,0,0.12,0.08,0.05,0,0.03,0.28,0.13,0.04,0.55,0.53,0.48
9,Rhode Island College,Rhode Island,Northeast,New England,47200,83500,52,5,Public,4 Year,11829,8929,20758,21692,33521,8641,0,0.03,0.07,0.13,0,0.02,0.26,0,0.09,0.65,0.69,0.31
9,University South Carolina Upstate,South Carolina,South,South Atlantic,46000,81400,50,13,Public,4 Year,9480,11763,21243,23265,32745,5585,0,0.02,0.27,0.05,0,0.03,0.38,0.02,0.04,0.57,0.65,0.35
9,Dakota Wesleyan University,South Dakota,Midwest,West North Central,41800,75700,52,10,Private,4 Year,7350,27300,34650,27300,34650,870,0.01,0,0.02,0.03,0,0.02,0.08,0.02,0,0.9,0.57,0.43
9,Lipscomb University,Tennessee,South,East South Central,49000,84800,59,12,Private,4 Year,12652,32144,44796,32144,44796,4489,0,0.03,0.08,0.05,0,0.02,0.18,0.02,0.07,0.74,0.62,0.38
9,University Houston,Texas,South,West South Central,56000,103900,50,24,Public,4 Year,10270,12506,22776,27956,38226,40914,0,0.2,0.1,0.27,0,0.03,0.6,0.1,0.01,0.29,0.49,0.51
9,Southern Vermont College,Vermont,Northeast,New England,42900,78700,63,17,Private,4 Year,11000,25511,36511,25511,36511,457,0.01,0.01,0.13,0.09,0,0.02,0.26,0,0.16,0.58,0.62,0.39
9,James Madison University,Virginia,South,South Atlantic,57400,102600,42,12,Public,4 Year,10092,12016,22108,28416,38508,20855,0,0.04,0.04,0.05,0,0.03,0.17,0.02,0.03,0.77,0.6,0.4
9,Western Washington University,Washington,West,Pacific,55000,99300,45,16,Public,4 Year,11466,8132,19598,23544,35010,15060,0,0.06,0.02,0.07,0,0.08,0.24,0.01,0.01,0.74,0.56,0.44
9,Marshall University,West Virginia,South,South Atlantic,45000,79700,50,12,Public,4 Year,10450,8128,18578,18614,29064,13381,0,0.01,0.06,0.02,0,0.02,0.11,0.03,0.04,0.82,0.59,0.42
9,University Wisconsin Milwaukee,Wisconsin,Midwest,East North Central,50600,90300,50,17,Public,4 Year,10728,11084,21812,22364,33092,27596,0,0.06,0.08,0.08,0,0.03,0.25,0.06,0,0.69,0.53,0.47
10,Alabama A&M University,Alabama,South,East South Central,48700,83500,58,20,Public,4 Year,8379,9698,18077,17918,26297,5333,0,0,0.91,0.01,0,0,0.92,0.01,0.02,0.05,0.55,0.45
10,Henderson State University,Arkansas,South,West South Central,42900,79800,57,5,Public,4 Year,7504,8436,15940,10086,17590,3627,0,0.01,0.23,0.04,0,0.04,0.32,0.01,0,0.67,0.57,0.43
10,University Central Arkansas,Arkansas,South,West South Central,44900,79800,52,8,Public,4 Year,6854,8751,15605,15274,22128,11698,0.01,0.02,0.17,0.04,0,0.03,0.26,0.05,0.01,0.68,0.61,0.39
10,University California San Diego,California,West,Pacific,63400,123700,52,58,Public,4 Year,12362,14199,26561,43191,55553,30709,0,0.34,0.01,0.15,0,0.05,0.55,0.17,0.03,0.25,0.46,0.54
10,Colorado State University Pueblo,Colorado,West,Mountain,48100,87600,62,13,Public,4 Year,10470,10408,20878,26329,36799,7256,0.01,0.01,0.06,0.23,0,0.03,0.33,0.02,0.16,0.49,0.62,0.39
10,Quinnipiac University,Connecticut,Northeast,New England,55900,97700,46,10,Private,4 Year,14540,47960,62500,47960,62500,9035,0,0.03,0.05,0.08,0,0.02,0.18,0.02,0.04,0.76,0.62,0.38
10,University South Florida,Florida,South,South Atlantic,49700,91300,49,25,Public,4 Year,11610,6410,18020,17324,28934,41938,0,0.06,0.1,0.18,0,0.03,0.38,0.08,0.02,0.53,0.56,0.44
10,Spelman College,Georgia,South,South Atlantic,50200,85400,52,24,Private,4 Year,13865,29314,43179,29314,43179,2135,0,0,0.87,0,0,0.03,0.9,0.02,0.08,0,1,0
10,Taylor University,Indiana,Midwest,East North Central,48700,90600,59,16,Private,4 Year,9614,34114,43728,34114,43728,2146,0,0.03,0.03,0.03,0,0.01,0.1,0.05,0,0.86,0.56,0.44
10,Graceland University Lamoni,Iowa,Midwest,West North Central,48300,88700,66,5,Private,4 Year,8760,29240,38000,29240,38000,2406,0,0.01,0.08,0.06,0.01,0.02,0.19,0.04,0.08,0.69,0.67,0.33
10,Baker University,Kansas,Midwest,West North Central,47800,84200,55,2,Private,4 Year,8410,29830,38240,29830,38240,2957,0.02,0.02,0.1,0.05,0,0.01,0.19,0.01,0.06,0.74,0.59,0.42
10,Brescia University,Kentucky,South,East South Central,44300,81200,53,7,Private,4 Year,9200,22400,31600,22400,31600,1056,0.01,0,0.13,0.06,0,0,0.2,0.01,0.13,0.67,0.73,0.27
10,Centenary College Louisiana,Louisiana,South,West South Central,47000,88400,37,26,Private,4 Year,13400,36580,49980,36580,49980,619,0.01,0.03,0.14,0.06,0,0.04,0.28,0.02,0,0.7,0.57,0.44
10,Husson University,Maine,Northeast,New England,43300,77600,52,1,Private,4 Year,9830,18180,28010,18180,28010,3415,0.01,0.02,0.04,0.01,0,0.01,0.1,0.03,0,0.88,0.56,0.45
10,Washington Adventist University,Maryland,South,South Atlantic,55600,97600,63,9,Private,4 Year,9370,23900,33270,23900,33270,,,,,,,,,,,,,
10,Amherst College,Massachusetts,Northeast,New England,63800,116500,45,32,Private,4 Year,14740,56426,71166,56426,71166,1792,0,0.13,0.12,0.13,0,0.05,0.44,0.1,0.05,0.42,0.48,0.52
10,University Detroit Mercy,Michigan,Midwest,East North Central,51800,92800,57,13,Private,4 Year,9496,28000,37496,28000,37496,4945,0,0.05,0.1,0.03,0,0.02,0.21,0.12,0.19,0.49,0.6,0.4
10,Saint Mary's University Minnesota,Minnesota,Midwest,West North Central,53000,93700,53,5,Private,4 Year,9080,35140,44220,35140,44220,5825,0,0.02,0.05,0.03,0,0.01,0.11,0.03,0.32,0.55,0.65,0.35
10,Mississippi University for Women,Mississippi,South,East South Central,39500,69500,63,2,Public,4 Year,7424,7040,14464,7040,14464,2696,0,0.02,0.37,0.01,0,0,0.4,0.02,0,0.58,0.81,0.19
10,Alcorn State University,Mississippi,South,East South Central,40900,69500,67,19,Public,4 Year,9608,7144,16752,7144,16752,3639,0,0,0.93,0,0,0.02,0.96,0.02,0,0.03,0.66,0.34
10,University Missouri St Louis,Missouri,Midwest,West North Central,48700,87500,51,13,Public,4 Year,9450,10491,19941,27900,37350,17072,0,0.04,0.14,0.02,0,0.01,0.23,0.03,0.05,0.69,0.6,0.4
10,Bellevue University,Nebraska,Midwest,West North Central,49400,84800,57,23,Private,4 Year,8730,9390,18120,9390,18120,9879,0.01,0.02,0.12,0.07,0,0.02,0.24,0.03,0.16,0.57,0.53,0.47
10,Keene State College,New Hampshire,Northeast,New England,48900,83600,49,8,Public,4 Year,11026,14212,25238,23176,34202,4957,0,0.01,0.01,0.03,0,0.02,0.08,0,0.09,0.84,0.57,0.43
10,Columbia University City New York,New York,Northeast,Middle Atlantic,71400,126800,45,30,Private,4 Year,14016,59985,74001,59985,74001,27589,0,0.13,0.05,0.08,0,0.03,0.29,0.3,0.07,0.35,0.51,0.49
10,Lenoir Rhyne University,North Carolina,South,South Atlantic,46400,86300,54,7,Private,4 Year,12510,36400,48910,36400,48910,2050,0.01,0.02,0.13,0.03,0,0.03,0.21,0.02,0.04,0.74,0.63,0.38
10,Ohio State University,Ohio,Midwest,East North Central,55300,98600,49,27,Public,4 Year,12434,10726,23160,30742,43176,58322,0,0.06,0.05,0.04,0,0.03,0.17,0.11,0.03,0.69,0.49,0.51
10,University Central Oklahoma,Oklahoma,South,West South Central,45300,82900,56,8,Public,4 Year,7970,7488,15458,18376,26346,16840,0.04,0.03,0.09,0.08,0,0.08,0.31,0.09,0.02,0.58,0.59,0.41
10,Lewis & Clark College,Oregon,West,Pacific,50000,93200,51,12,Private,4 Year,12490,50934,63424,50934,63424,3504,0.02,0.06,0.02,0.08,0,0.01,0.19,0.07,0.08,0.66,0.6,0.4
10,Haverford College,Pennsylvania,Northeast,Middle Atlantic,59300,112300,47,36,Private,4 Year,16402,54592,70994,54592,70994,1194,0,0.08,0.06,0.09,0,0.06,0.29,0.06,0.01,0.64,0.53,0.47
10,South Carolina State University,South Carolina,South,South Atlantic,44500,80800,71,16,Public,4 Year,9890,11060,20950,21750,31640,3331,0,0.01,0.94,0.01,0,0,0.95,0,0.01,0.04,0.56,0.44
10,Black Hills State University,South Dakota,Midwest,West North Central,40400,72600,51,11,Public,4 Year,6978,8733,15711,11778,18756,4489,0.03,0.01,0.01,0.04,0,0.03,0.12,0.02,0.04,0.82,0.65,0.35
10,Southern Adventist University,Tennessee,South,East South Central,47500,84000,67,9,Private,4 Year,6940,21950,28890,21950,28890,3175,0,0.07,0.12,0.19,0.01,0.03,0.43,0.05,0,0.53,0.58,0.42
10,University Texas Medical Branch,Texas,South,West South Central,61100,103100,87,3,Public,4 Year,,7721,7721,20258,20258,3211,0,0.17,0.12,0.15,0,0.02,0.46,0.04,0.03,0.46,0.68,0.32
10,Goddard College,Vermont,Northeast,New England,42700,76900,,0,Private,4 Year,1698,16586,18284,16586,18284,538,0,0.02,0.04,0.05,0,0.02,0.12,0,0.11,0.76,0.7,0.3
10,University Mary Washington,Virginia,South,South Atlantic,54200,98200,49,17,Public,4 Year,11118,12188,23306,27434,38552,,,,,,,,,,,,,
10,Pacific Lutheran University,Washington,West,Pacific,54500,98100,53,20,Private,4 Year,10790,42066,52856,42066,52856,3242,0.01,0.07,0.03,0.08,0.01,0.07,0.26,0.05,0.02,0.67,0.63,0.37
10,West Liberty University,West Virginia,South,South Atlantic,42500,77000,51,6,Public,4 Year,9406,7730,17136,15670,25076,2694,0,0.01,0.05,0.01,0,0.01,0.07,0.02,0.03,0.88,0.6,0.4
10,Ripon College,Wisconsin,Midwest,East North Central,46300,89600,60,26,Private,4 Year,8400,43808,52208,43808,52208,840,0,0.01,0.02,0.05,0,0.02,0.11,0.04,0.02,0.84,0.53,0.47
11,Troy University,Alabama,South,East South Central,44500,81500,60,8,Public,4 Year,8185,12460,20645,22875,31060,19041,0.01,0.01,0.36,0.04,0,0.03,0.44,0.03,0.04,0.49,0.63,0.37
11,University Southern California,California,West,Pacific,64500,120600,47,23,Private,4 Year,15395,56225,71620,56225,71620,42453,0,0.18,0.05,0.13,0,0.03,0.4,0.23,0.05,0.33,0.52,0.48
11,Metropolitan State University Denver,Colorado,West,Mountain,49400,87200,51,11,Public,4 Year,,7665,7665,20847,20847,21674,0.01,0.04,0.06,0.21,0,0.04,0.35,0.01,0.04,0.61,0.54,0.46
11,University New Haven,Connecticut,Northeast,New England,52100,94800,52,25,Private,4 Year,15900,39270,55170,39270,55170,6811,0,0.03,0.09,0.09,0,0.01,0.22,0.16,0.08,0.55,0.49,0.51
11,Florida Atlantic University,Florida,South,South Atlantic,49400,91200,51,15,Public,4 Year,11896,6039,17935,21595,33491,30297,0,0.04,0.19,0.24,0,0.03,0.5,0.02,0.01,0.46,0.57,0.43
11,Mercer University,Georgia,South,South Atlantic,48500,85100,62,14,Private,4 Year,11616,36894,48510,36894,48510,8552,0.01,0.07,0.3,0.04,0,0.02,0.43,0.04,0.05,0.48,0.62,0.38
11,Wheaton College (Illinois),Illinois,Midwest,East North Central,53700,99700,55,12,Private,4 Year,10180,36420,46600,36420,46600,2914,0,0.08,0.03,0.05,0,0.04,0.2,0.04,0.04,0.73,0.53,0.47
11,University Evansville,Indiana,Midwest,East North Central,50300,89900,54,17,Private,4 Year,12460,36416,48876,36416,48876,2567,0,0.02,0.03,0.03,0,0.02,0.09,0.13,0.03,0.75,0.56,0.44
11,Simpson College,Iowa,Midwest,West North Central,49900,88600,47,17,Private,4 Year,8380,39144,47524,39144,47524,1725,0.01,0.01,0.02,0.02,0,0.02,0.08,0.01,0.06,0.86,0.56,0.44
11,Southwestern College (Kansas),Kansas,Midwest,West North Central,48500,83500,61,10,Private,4 Year,7760,30150,37910,30150,37910,1627,0.02,0.02,0.09,0.07,0,0.04,0.23,0.07,0.1,0.61,0.45,0.55
11,Eastern Kentucky University,Kentucky,South,East South Central,45600,80700,56,5,Public,4 Year,9018,9296,18314,19074,28092,16305,0,0.01,0.06,0.02,0,0.02,0.12,0.02,0.04,0.83,0.58,0.43
11,McNeese State University,Louisiana,South,West South Central,50200,88200,57,13,Public,4 Year,8704,7859,16563,18934,27638,8237,0.01,0.02,0.17,0.03,0,0.02,0.24,0.04,0,0.72,0.62,0.38
11,Xavier University Louisiana,Louisiana,South,West South Central,46700,88200,63,35,Private,4 Year,9047,24488,33535,24488,33535,2976,0,0.13,0.7,0.03,0,0.03,0.88,0.03,0.01,0.07,0.73,0.28
11,University Maine Fort Kent,Maine,Northeast,New England,43500,76300,73,5,Public,4 Year,8220,8115,16335,12315,20535,1327,0.01,0.01,0.03,0.01,0,0.02,0.07,0.08,0.21,0.63,0.69,0.31
11,St Mary's College Maryland,Maryland,South,South Atlantic,53300,95400,45,27,Public,4 Year,13202,14806,28008,30568,43770,1721,0,0.03,0.08,0.07,0,0.04,0.23,0.02,0.03,0.73,0.57,0.43
11,Boston College,Massachusetts,Northeast,New England,63600,115400,43,13,Private,4 Year,14478,55464,69942,55464,69942,14317,0,0.08,0.04,0.09,0,0.03,0.23,0.1,0.09,0.58,0.55,0.46
11,Western Michigan University,Michigan,Midwest,East North Central,50900,92200,47,16,Public,4 Year,10143,12483,22626,15373,25516,23914,0,0.02,0.11,0.05,0,0.03,0.21,0.08,0.01,0.7,0.51,0.49
11,Saint Cloud State University,Minnesota,Midwest,West North Central,51600,91600,50,15,Public,4 Year,8900,8912,17812,17146,26046,16076,0,0.05,0.05,0.03,0,0.03,0.15,0.06,0.05,0.73,0.53,0.47
11,Missouri State University Springfield,Missouri,Midwest,West North Central,45900,86800,50,9,Public,4 Year,8755,7452,16207,15342,24097,21816,0.01,0.01,0.04,0.03,0,0.03,0.12,0.06,0.02,0.8,0.58,0.42
11,University Nebraska Kearney,Nebraska,Midwest,West North Central,44300,80800,52,8,Public,4 Year,9878,7513,17391,14503,24381,6902,0,0.01,0.02,0.09,0,0.01,0.13,0.06,0.01,0.8,0.59,0.41
11,Southern New Hampshire University,New Hampshire,Northeast,New England,47400,83400,49,8,Private,4 Year,13120,31136,44256,31136,44256,43274,0,0.01,0.06,0.02,0,0,0.09,0.03,0.63,0.25,0.61,0.39
11,Felician University,New Jersey,Northeast,Middle Atlantic,53200,98200,51,10,Private,4 Year,12880,34315,47195,34315,47195,1953,0.01,0.07,0.2,0.25,0.01,0.01,0.53,0.03,0.08,0.37,0.74,0.26
11,Cooper Union for Advancement Science and Art,New York,Northeast,Middle Atlantic,68500,126200,46,56,Private,4 Year,16638,46700,63338,46700,63338,966,0.01,0.2,0.05,0.1,0,0.02,0.38,0.15,0.15,0.33,0.34,0.66
11,East Carolina University,North Carolina,South,South Atlantic,48400,85400,55,11,Public,4 Year,9606,7188,16794,23465,33071,27511,0.01,0.03,0.16,0.05,0,0.03,0.28,0.01,0.02,0.69,0.6,0.4
11,John Carroll University,Ohio,Midwest,East North Central,51600,97300,39,16,Private,4 Year,11874,41340,53214,41340,53214,3688,0,0.02,0.05,0.03,0,0.02,0.12,0.02,0.02,0.84,0.51,0.49
11,University Cincinnati,Ohio,Midwest,East North Central,53600,97300,50,19,Public,4 Year,11118,11000,22118,26334,37452,35313,0,0.03,0.07,0.03,0,0.02,0.16,0.09,0.05,0.71,0.54,0.47
11,Langston University,Oklahoma,South,West South Central,46500,81500,66,8,Public,4 Year,9476,5950,15426,13300,22776,2482,0.02,0,0.79,0.01,0,0,0.82,0,0.04,0.14,0.63,0.37
11,Cameron University,Oklahoma,South,West South Central,43900,81500,54,14,Public,4 Year,5452,6450,11902,15870,21322,5537,0.05,0.02,0.16,0.12,0.01,0.08,0.43,0.05,0.02,0.51,0.61,0.4
11,Linfield College McMinnville,Oregon,West,Pacific,52100,92000,48,17,Private,4 Year,12420,43232,55652,43232,55652,1683,0.01,0.06,0.02,0.1,0.01,0.11,0.3,0.06,0.03,0.62,0.62,0.38
11,Franklin and Marshall College,Pennsylvania,Northeast,Middle Atlantic,57200,109700,42,23,Private,4 Year,14050,56750,70800,56750,70800,2209,0,0.05,0.06,0.08,0,0.02,0.2,0.14,0.07,0.59,0.51,0.49
11,Johnson & Wales University Providence,Rhode Island,Northeast,New England,46500,78900,41,5,Private,4 Year,14337,32091,46428,32091,46428,9955,0,0.01,0.1,0.1,0,0.06,0.27,0.14,0.07,0.53,0.59,0.41
11,Winthrop University,South Carolina,South,South Atlantic,44300,79700,49,9,Public,4 Year,9312,15590,24902,29846,39158,6024,0,0.01,0.27,0.04,0,0.02,0.35,0.03,0,0.61,0.69,0.31
11,Fisk University,Tennessee,South,East South Central,45300,83600,53,39,Private,4 Year,10790,21480,32270,21480,32270,772,0,0.01,0.85,0.02,0,0.02,0.89,0,0.1,0.01,0.63,0.37
11,Trinity University,Texas,South,West South Central,54900,102900,46,27,Private,4 Year,13464,42976,56440,42976,56440,2432,0,0.06,0.04,0.19,0,0.04,0.33,0.07,0.04,0.56,0.53,0.47
11,Castleton University,Vermont,Northeast,New England,41700,76200,52,6,Public,4 Year,10598,12314,22912,28322,38920,2183,0.01,0.01,0.02,0.02,0,0.01,0.07,0.02,0.1,0.82,0.54,0.46
11,Jefferson College Health Sciences,Virginia,South,South Atlantic,55500,97600,86,1,Private,4 Year,5870,26886,32756,26886,32756,1131,0,0.03,0.07,0.04,0,0.01,0.15,0,0.02,0.83,0.8,0.2
11,Walla Walla University,Washington,West,Pacific,53700,97800,54,22,Private,4 Year,4275,28035,32310,28035,32310,1887,0.01,0.07,0.03,0.12,0,0,0.24,0.01,0.05,0.71,0.54,0.46
11,Davis & Elkins College,West Virginia,South,South Atlantic,41100,76500,43,10,Private,4 Year,9450,29390,38840,29390,38840,846,0.01,0,0.05,0,0,0,0.05,0.15,0.17,0.64,0.53,0.47
11,University Wisconsin Stout,Wisconsin,Midwest,East North Central,50400,89500,47,14,Public,4 Year,6924,9457,16381,17423,24347,9394,0,0.03,0.02,0.02,0,0.02,0.09,0.04,0.01,0.86,0.49,0.51
12,Jacksonville State University,Alabama,South,East South Central,43800,80000,61,7,Public,4 Year,8100,10425,18525,20145,28245,8659,0.01,0.01,0.23,0.01,0,0,0.26,0.02,0.03,0.69,0.58,0.43
12,University Arkansas Monticello,Arkansas,South,West South Central,43500,78300,61,2,Public,4 Year,6824,7696,14520,13546,20370,3854,0,0.01,0.27,0.03,0,0.02,0.34,0,0.01,0.65,0.6,0.4
12,California Polytechnic State University San Luis Obispo,California,West,Pacific,65600,119500,51,38,Public,4 Year,13796,9816,23612,21696,35492,20186,0,0.12,0.01,0.15,0,0.07,0.35,0.02,0.05,0.59,0.46,0.54
12,University Northern Colorado,Colorado,West,Mountain,47700,87100,52,7,Public,4 Year,11204,9786,20990,21474,32678,12050,0,0.02,0.04,0.15,0,0.03,0.24,0.03,0.14,0.6,0.66,0.34
12,Central Connecticut State University,Connecticut,Northeast,New England,53100,93700,45,15,Public,4 Year,12176,10616,22792,21856,34032,12037,0,0.04,0.1,0.11,0,0.02,0.28,0.02,0.03,0.68,0.5,0.5
12,Jacksonville University,Florida,South,South Atlantic,50100,90400,66,5,Private,4 Year,14080,36670,50750,36670,50750,4085,0,0.02,0.15,0.07,0,0.03,0.27,0.03,0.2,0.5,0.66,0.34
12,Berry College,Georgia,South,South Atlantic,44900,84900,44,21,Private,4 Year,12770,36556,49326,36556,49326,2177,0,0.01,0.04,0.06,0,0.03,0.15,0.01,0.02,0.83,0.61,0.39
12,Illinois Wesleyan University,Illinois,Midwest,East North Central,53100,96000,44,18,Private,4 Year,10984,47636,58620,47636,58620,1893,0,0.04,0.05,0.07,0,0.02,0.18,0.08,0.03,0.71,0.56,0.44
12,Loyola University Chicago,Illinois,Midwest,East North Central,53400,96000,45,15,Private,4 Year,14480,44048,58528,44048,58528,15902,0,0.09,0.06,0.11,0,0.05,0.31,0.05,0.03,0.61,0.64,0.36
12,Saint Mary's College,Indiana,Midwest,East North Central,49700,89300,54,15,Private,4 Year,12580,42220,54800,42220,54800,1166,0.01,0.01,0.08,0.04,0,0.02,0.16,0.01,0.02,0.81,0.6,0.4
12,Wartburg College,Iowa,Midwest,West North Central,49300,88000,49,34,Private,4 Year,9996,41280,51276,41280,51276,1661,0,0.01,0.05,0.03,0,0.02,0.11,0.1,0.02,0.78,0.52,0.48
12,Washburn University,Kansas,Midwest,West North Central,47000,83000,54,4,Public,4 Year,8237,8870,17107,19940,28177,6722,0.01,0.01,0.05,0.07,0,0.03,0.17,0.04,0.17,0.63,0.59,0.41
12,Murray State University,Kentucky,South,East South Central,44800,79900,56,9,Public,4 Year,9190,9084,18274,24540,33730,11207,0,0.01,0.07,0.02,0,0.02,0.11,0.07,0.02,0.8,0.59,0.41
12,University Maine Augusta,Maine,Northeast,New England,41600,73100,61,7,Public,4 Year,,7988,7988,17918,17918,4664,0.02,0.01,0.01,0.02,0,0.02,0.07,0.01,0.12,0.8,0.72,0.28
12,McDaniel College,Maryland,South,South Atlantic,51100,94600,54,6,Private,4 Year,11430,43260,54690,43260,54690,3206,0.01,0.03,0.11,0.04,0,0,0.18,0.01,0.05,0.76,0.64,0.36
12,College Holy Cross,Massachusetts,Northeast,New England,61800,114600,46,24,Private,4 Year,14520,52770,67290,52770,67290,2787,0,0.05,0.04,0.11,0,0.04,0.23,0.01,0.07,0.69,0.49,0.51
12,Wayne State University,Michigan,Midwest,East North Central,50800,91700,53,21,Public,4 Year,10427,13347,23774,28241,38668,27578,0,0.08,0.18,0.04,0,0.03,0.32,0.08,0.06,0.54,0.56,0.44
12,Augsburg University,Minnesota,Midwest,West North Central,50500,91000,52,11,Private,4 Year,10280,38800,49080,38800,49080,3548,0.01,0.06,0.1,0.05,0,0.02,0.25,0.02,0.14,0.6,0.58,0.42
12,Tougaloo College,Mississippi,South,East South Central,36900,66400,69,18,Private,4 Year,6643,10790,17433,10790,17433,900,0,0,0.99,0,0,0,0.99,0,0,0,0.65,0.35
12,Truman State University,Missouri,Midwest,West North Central,47900,85800,48,16,Public,4 Year,8780,7729,16509,14581,23361,6248,0,0.02,0.04,0.03,0,0.03,0.11,0.06,0.02,0.81,0.6,0.4
12,Nebraska Wesleyan University,Nebraska,Midwest,West North Central,45700,80500,60,8,Private,4 Year,9622,34202,43824,34202,43824,2083,0,0.02,0.03,0.04,0,0.01,0.11,0.02,0.05,0.82,0.64,0.36
12,Plymouth State University,New Hampshire,Northeast,New England,47000,82200,50,6,Public,4 Year,11100,14099,25199,22769,33869,4855,0,0.02,0.02,0.03,0,0.01,0.08,0.03,0.11,0.78,0.52,0.48
12,Saint Peter's University,New Jersey,Northeast,Middle Atlantic,52900,95900,35,14,Private,4 Year,15414,37486,52900,37486,52900,3302,0.01,0.07,0.25,0.29,0,0.02,0.64,0.02,0.11,0.23,0.61,0.39
12,Manhattan College,New York,Northeast,Middle Atlantic,64000,125700,46,40,Private,4 Year,16200,43480,59680,43480,59680,3970,0,0.04,0.04,0.18,0,0.02,0.27,0.03,0.16,0.53,0.45,0.55
12,High Point University,North Carolina,South,South Atlantic,48600,84300,50,8,Private,4 Year,14130,35118,49248,35118,49248,4399,0.01,0.01,0.06,0.04,0,0.04,0.15,0.02,0.03,0.8,0.6,0.4
12,Portland State University,Oregon,West,Pacific,50800,90500,48,16,Public,4 Year,10428,9105,19533,27060,37488,27696,0.01,0.07,0.03,0.1,0.01,0.05,0.27,0.08,0.05,0.6,0.54,0.47
12,Gettysburg College,Pennsylvania,Northeast,Middle Atlantic,58400,109300,39,24,Private,4 Year,13010,54480,67490,54480,67490,2447,0,0.02,0.04,0.05,0,0.03,0.13,0.04,0.03,0.8,0.53,0.48
12,Erskine College,South Carolina,South,South Atlantic,43500,78000,57,28,Private,4 Year,10900,34560,45460,34560,45460,753,0,0.01,0.17,0.03,0,0,0.21,0,0.19,0.61,0.44,0.56
12,Union University,Tennessee,South,East South Central,46400,83000,59,6,Private,4 Year,10200,32890,43090,32890,43090,3846,0,0.02,0.2,0.02,0,0.01,0.25,0.01,0.09,0.65,0.63,0.37
12,Baylor University,Texas,South,West South Central,55500,101400,49,16,Private,4 Year,12595,45727,58322,45727,58322,16263,0,0.06,0.07,0.13,0,0.04,0.31,0.04,0.01,0.64,0.56,0.44
12,Green Mountain College,Vermont,Northeast,New England,42000,75200,57,2,Private,4 Year,11722,37002,48724,37002,48724,833,0.01,0.01,0.04,0.03,0,0.01,0.1,0.02,0.26,0.61,0.57,0.43
12,Marymount University,Virginia,South,South Atlantic,52300,93100,44,15,Private,4 Year,13190,31466,44656,31466,44656,3441,0.01,0.08,0.15,0.13,0.01,0.03,0.4,0.09,0.04,0.47,0.68,0.32
12,University Washington Tacoma,Washington,West,Pacific,56000,96800,50,23,Public,4 Year,11028,11361,22389,36742,47770,4477,0.01,0.16,0.07,0.1,0.01,0.07,0.43,0.05,0.05,0.47,0.54,0.46
12,West Virginia State University,West Virginia,South,South Atlantic,41800,76000,46,8,Public,4 Year,11892,8167,20059,16072,27964,2884,0.01,0,0.1,0.01,0,0,0.11,0.01,0.4,0.48,0.55,0.45
12,University Wisconsin Whitewater,Wisconsin,Midwest,East North Central,48900,89300,44,8,Public,4 Year,6786,7692,14478,16265,23051,12176,0,0.02,0.05,0.05,0,0.03,0.15,0.02,0,0.84,0.51,0.5
13,Auburn University Montgomery,Alabama,South,East South Central,45000,79600,61,12,Public,4 Year,6980,10288,17268,22048,29028,5057,0.01,0.02,0.32,0.01,0,0.03,0.38,0.05,0.06,0.51,0.64,0.36
