Rank,University_Name,State,Region,Division,Early_Career_Pay,Mid_Career_Pay,Make_World_Better_Percent,Stem_Percent,Type,Degree_Length,Room_And_Board,In_State_Tuition,In_State_Total,Out_Of_State_Tuition,Out_Of_State_Total,Total_Enrollment,American_Indian_Alaska_Native_Diversity_Percent,Asian_Diversity_Percent,Black_Diversity_Percent,Hispanic_Diversity_Percent,Native_Hawaiian_Pacific_Islander_Diversity_Percent,Two_Or_More_Races_Diversity_Percent,Total_Minority_Diversity_Percent,Non-Resident_Foreign_Diversity_Percent,Unknown_Diversity_Percent,White_Diversity_Percent,Women_Diversity_Percent,Men_Diversity_Percent
16,Cumberland University,Tennessee,South,East South Central,45500,81000,61,3,Private,4 Year,9290,22890,32180,22890,32180,1481,0,0.01,0.12,0.03,0,0,0.16,0.03,0.17,0.64,0.57,0.43
16,University Texas Arlington,Texas,South,West South Central,55400,99500,55,22,Public,4 Year,10302,10250,20552,25134,35436,39740,0,0.09,0.14,0.21,0,0.03,0.47,0.11,0.01,0.41,0.6,0.4
16,Virginia Commonwealth University,Virginia,South,South Atlantic,49900,88200,52,18,Public,4 Year,10428,14490,24918,35138,45566,30848,0,0.12,0.16,0.07,0,0.04,0.38,0.05,0.04,0.52,0.58,0.42
16,Northwest University,Washington,West,Pacific,50900,89000,51,3,Private,4 Year,8630,31540,40170,31540,40170,1862,0.01,0.06,0.05,0.08,0.02,0.04,0.25,0.03,0.07,0.65,0.59,0.41
16,Ohio Valley University,West Virginia,South,South Atlantic,38800,71100,81,1,Private,4 Year,7980,21900,29880,21900,29880,,,,,,,,,,,,,
16,Carroll University,Wisconsin,Midwest,East North Central,45600,86500,49,14,Private,4 Year,9484,31918,41402,31918,41402,3446,0,0.03,0.01,0.06,0,0.02,0.12,0.02,0.01,0.85,0.66,0.35
17,University West Alabama,Alabama,South,East South Central,42700,76100,61,4,Public,4 Year,8116,10040,18156,18490,26606,3989,0.01,0,0.44,0.02,0,0.01,0.48,0.04,0.05,0.44,0.7,0.3
17,University Arkansas Pine Bluff,Arkansas,South,West South Central,40500,70500,67,22,Public,4 Year,7881,7842,15723,14094,21975,2513,0,0.01,0.91,0.02,0,0,0.94,0.01,0,0.05,0.54,0.46
17,San Jose State University,California,West,Pacific,63000,114700,53,28,Public,4 Year,16442,7796,24238,17300,33742,32713,0,0.32,0.03,0.23,0.01,0.05,0.63,0.11,0.04,0.22,0.5,0.5
17,Colorado Christian University,Colorado,West,Mountain,46800,80100,70,2,Private,4 Year,11846,31866,43712,31866,43712,5787,0.01,0.03,0.07,0.11,0,0.04,0.25,0,0.05,0.7,0.64,0.36
17,Eastern Connecticut State University,Connecticut,Northeast,New England,49200,87800,43,14,Public,4 Year,13560,11356,24916,22596,36156,5287,0,0.03,0.07,0.09,0,0.03,0.22,0.01,0.08,0.69,0.53,0.47
17,Eckerd College,Florida,South,South Atlantic,49200,88400,52,25,Private,4 Year,12588,44540,57128,44540,57128,2083,0,0.02,0.05,0.08,0,0.03,0.18,0.04,0.01,0.77,0.62,0.38
17,Clayton State University,Georgia,South,South Atlantic,46400,81200,54,9,Public,4 Year,9994,6410,16404,19486,29480,7022,0,0.05,0.61,0.03,0,0.03,0.72,0.02,0.04,0.22,0.69,0.32
17,Principia College,Illinois,Midwest,East North Central,52600,94900,56,19,Private,4 Year,11610,29470,41080,29470,41080,,,,,,,,,,,,,
17,Indiana State University,Indiana,Midwest,East North Central,47900,85600,55,8,Public,4 Year,10590,9090,19680,19836,30426,13183,0,0.01,0.17,0.03,0,0.03,0.24,0.08,0.02,0.66,0.55,0.45
17,Saint Ambrose University,Iowa,Midwest,West North Central,46900,84400,48,8,Private,4 Year,10470,30894,41364,30894,41364,3508,0,0.01,0.03,0.06,0,0.02,0.12,0.03,0.04,0.81,0.59,0.42
17,Sterling College,Kansas,Midwest,West North Central,42700,79100,73,7,Private,4 Year,8280,26000,34280,26000,34280,720,0.03,0,0.11,0.09,0.02,0,0.25,0,0.07,0.69,0.47,0.53
17,University Cumberlands,Kentucky,South,East South Central,39800,73800,63,8,Private,4 Year,9000,23000,32000,23000,32000,5736,0,0.01,0.05,0.02,0,0,0.08,0.02,0.12,0.78,0.64,0.36
17,Louisiana State University Shreveport,Louisiana,South,West South Central,44500,79800,54,10,Public,4 Year,,7235,7235,20389,20389,4186,0.01,0.02,0.23,0.04,0,0.03,0.32,0.02,0.09,0.57,0.62,0.39
17,Louisiana College,Louisiana,South,West South Central,44800,79800,58,4,Private,4 Year,5618,17000,22618,17000,22618,1256,0.01,0.01,0.22,0.03,0,0.01,0.28,0.06,0.04,0.62,0.53,0.47
17,Dillard University,Louisiana,South,West South Central,44700,79800,74,20,Private,4 Year,10100,18099,28199,18099,28199,1200,0,0,0.92,0.01,0,0.01,0.94,0.02,0.04,0,0.73,0.27
17,Maine College Art,Maine,Northeast,New England,36300,64600,37,0,Private,4 Year,11890,35000,46890,35000,46890,459,0,0.02,0.02,0.06,0,0.05,0.14,0.02,0.02,0.82,0.73,0.27
17,Goucher College,Maryland,South,South Atlantic,49400,90600,42,11,Private,4 Year,14506,44300,58806,44300,58806,2120,0,0.03,0.1,0.07,0,0.03,0.23,0.01,0.19,0.58,0.71,0.29
17,University Massachusetts Lowell,Massachusetts,Northeast,New England,58800,109300,53,35,Public,4 Year,12748,15180,27928,32827,45575,17179,0,0.08,0.06,0.08,0,0.02,0.24,0.07,0.06,0.63,0.4,0.6
17,Ferris State University,Michigan,Midwest,East North Central,50000,89300,50,8,Public,4 Year,9894,12630,22524,12630,22524,14600,0.01,0.01,0.07,0.04,0,0.03,0.16,0.03,0.03,0.78,0.53,0.47
17,Avila University,Missouri,Midwest,West North Central,45900,81200,68,3,Private,4 Year,7200,19900,27100,19900,27100,1907,0.01,0.02,0.19,0.07,0,0.02,0.3,0.1,0,0.6,0.65,0.35
17,Peru State College,Nebraska,Midwest,West North Central,42600,74800,50,6,Public,4 Year,8010,7452,15462,7482,15492,2499,0.01,0.01,0.07,0.05,0,0.03,0.17,0,0.05,0.78,0.6,0.4
17,Rutgers University Camden,New Jersey,Northeast,Middle Atlantic,51100,93900,50,9,Public,4 Year,12336,14835,27171,30613,42949,6321,0,0.08,0.15,0.11,0,0.03,0.39,0.02,0.03,0.56,0.55,0.45
17,Fordham University,New York,Northeast,Middle Atlantic,58700,112500,38,10,Private,4 Year,17969,52687,70656,52687,70656,15231,0,0.08,0.06,0.12,0,0.03,0.29,0.13,0.03,0.55,0.59,0.42
17,Ohio University,Ohio,Midwest,East North Central,51400,93300,47,9,Public,4 Year,11830,12192,24022,21656,33486,29217,0,0.01,0.05,0.03,0,0.03,0.12,0.06,0.02,0.8,0.58,0.42
17,East Central University,Oklahoma,South,West South Central,44700,77500,66,9,Public,4 Year,5514,6810,12324,17700,23214,4428,0.14,0.01,0.04,0.04,0,0.09,0.33,0.06,0.02,0.6,0.62,0.38
17,Northwest Christian University,Oregon,West,Pacific,45200,81100,62,5,Private,4 Year,9300,30050,39350,30050,39350,705,0.03,0.02,0.02,0.08,0,0.03,0.19,0,0.02,0.8,0.64,0.36
17,Muhlenberg College,Pennsylvania,Northeast,Middle Atlantic,53400,101900,43,20,Private,4 Year,11765,52595,64360,52595,64360,2440,0,0.03,0.03,0.06,0,0.02,0.14,0.01,0.1,0.75,0.6,0.4
17,Charleston Southern University,South Carolina,South,South Atlantic,42800,76300,65,9,Private,4 Year,10200,25500,35700,25500,35700,3367,0.01,0.01,0.28,0.03,0,0.02,0.35,0.01,0.05,0.6,0.62,0.38
17,Belmont University,Tennessee,South,East South Central,47300,80900,47,3,Private,4 Year,12120,34310,46430,34310,46430,7244,0,0.02,0.04,0.04,0,0.03,0.14,0.01,0.05,0.79,0.62,0.38
17,Prairie View A&M University,Texas,South,West South Central,57800,99400,65,22,Public,4 Year,8925,10533,19458,24843,33768,8429,0,0.03,0.84,0.03,0,0.01,0.91,0.03,0.02,0.05,0.61,0.39
17,Christopher Newport University,Virginia,South,South Atlantic,50800,87200,55,25,Public,4 Year,11460,14754,26214,27220,38680,5221,0,0.02,0.08,0.05,0,0.05,0.21,0,0.04,0.76,0.57,0.43
17,Whitworth University,Washington,West,Pacific,49900,88800,52,18,Private,4 Year,11496,43640,55136,43640,55136,2654,0.01,0.03,0.02,0.08,0.01,0.05,0.19,0.03,0.02,0.76,0.6,0.4
17,Glenville State College,West Virginia,South,South Atlantic,37400,67700,60,3,Public,4 Year,,7327,7327,16565,16565,1802,0,0,0.13,0.01,0,0.01,0.15,0,0.08,0.76,0.42,0.58
17,Beloit College,Wisconsin,Midwest,East North Central,47400,85700,59,24,Private,4 Year,8830,50040,58870,50040,58870,1303,0,0.03,0.05,0.08,0,0.02,0.18,0.1,0.03,0.7,0.58,0.42
18,University North Alabama,Alabama,South,East South Central,43000,75600,61,6,Public,4 Year,9200,10370,19570,18680,27880,6841,0.01,0.02,0.13,0.03,0,0.02,0.2,0.04,0.04,0.71,0.58,0.42
18,Central Baptist College,Arkansas,South,West South Central,36900,68000,,3,Private,4 Year,7500,16200,23700,16200,23700,858,0.01,0,0.2,0.04,0,0.01,0.27,0.03,0,0.7,0.47,0.53
18,Loyola Marymount University,California,West,Pacific,58500,113300,39,9,Private,4 Year,14490,48522,63012,48522,63012,9515,0,0.11,0.06,0.23,0,0.07,0.47,0.07,0.01,0.45,0.58,0.42
18,Johnson & Wales University Denver,Colorado,West,Mountain,41500,74800,39,0,Private,4 Year,12546,32091,44637,32091,44637,1391,0.01,0.02,0.08,0.16,0,0.06,0.32,0.01,0.1,0.57,0.6,0.4
18,Albertus Magnus College,Connecticut,Northeast,New England,49700,85900,62,2,Private,4 Year,13200,32060,45260,32060,45260,1550,0,0.01,0.33,0.14,0,0.01,0.5,0.01,0.08,0.42,0.67,0.34
18,Charter Oak State College,Connecticut,Northeast,New England,49200,85900,68,2,Public,4 Year,,10161,10161,13101,13101,1929,0,0.01,0.17,0.12,0,0.03,0.33,0.01,0.08,0.58,0.67,0.33
18,Rollins College,Florida,South,South Atlantic,49000,87000,53,7,Private,4 Year,14735,49760,64495,49760,64495,3207,0,0.03,0.06,0.15,0,0.03,0.28,0.07,0.02,0.63,0.59,0.41
18,Clark Atlanta University,Georgia,South,South Atlantic,46300,81100,54,15,Private,4 Year,9524,23436,32960,23436,32960,3485,0,0,0.84,0,0,0,0.85,0.04,0.11,0,0.74,0.26
18,Lakeview College Nursing,Illinois,Midwest,East North Central,55000,94100,83,0,Private,4 Year,,16320,16320,16320,16320,317,0.01,0.02,0.09,0.02,0.01,0.01,0.15,0,0.01,0.84,0.86,0.15
18,Hanover College,Indiana,Midwest,East North Central,47500,85100,53,24,Private,4 Year,11580,37670,49250,37670,49250,1145,0.01,0.01,0.05,0.02,0,0.02,0.11,0.06,0.03,0.81,0.58,0.42
18,Northwestern College,Iowa,Midwest,West North Central,44800,82400,42,11,Private,4 Year,9200,31100,40300,31100,40300,1205,0,0.01,0.01,0.05,0,0.02,0.1,0.03,0.04,0.83,0.59,0.41
18,MidAmerica Nazarene University,Kansas,Midwest,West North Central,46200,78500,60,1,Private,4 Year,8708,30736,39444,30736,39444,1870,0.01,0.02,0.11,0.06,0.01,0.01,0.2,0,0.15,0.65,0.64,0.36
18,Kentucky State University,Kentucky,South,East South Central,40700,73100,57,13,Public,4 Year,6690,8090,14780,19390,26080,1895,0,0.01,0.53,0.02,0,0.02,0.58,0.01,0.12,0.29,0.61,0.39
18,Bowie State University,Maryland,South,South Atlantic,50300,89900,65,11,Public,4 Year,10904,8233,19137,18873,29777,5695,0,0.01,0.83,0.03,0,0.03,0.91,0.04,0.02,0.04,0.63,0.37
18,Wellesley College,Massachusetts,Northeast,New England,58900,106200,48,34,Private,4 Year,16468,53732,70200,53732,70200,2323,0,0.23,0.06,0.09,0,0.06,0.44,0.12,0.05,0.4,0.97,0.03
18,Eastern Michigan University,Michigan,Midwest,East North Central,47300,86700,50,6,Public,4 Year,9854,13959,23813,13959,23813,22401,0,0.03,0.18,0.04,0,0.03,0.28,0.03,0.03,0.66,0.6,0.4
18,Maryville University Saint Louis,Missouri,Midwest,West North Central,46800,80100,53,2,Private,4 Year,10088,28470,38558,28470,38558,5931,0.01,0.03,0.1,0.04,0,0.02,0.2,0.02,0.04,0.75,0.79,0.21
18,Wayne State College,Nebraska,Midwest,West North Central,40600,73400,54,11,Public,4 Year,7668,6989,14657,12299,19967,3470,0.01,0.01,0.03,0.07,0,0.02,0.12,0.01,0.08,0.79,0.57,0.43
18,Monmouth University,New Jersey,Northeast,Middle Atlantic,52200,93200,44,13,Private,4 Year,13981,38138,52119,38138,52119,6395,0,0.03,0.06,0.09,0,0.02,0.2,0.02,0.04,0.74,0.64,0.36
18,Hofstra University,New York,Northeast,Middle Atlantic,57300,110400,38,7,Private,4 Year,15948,46760,62708,46760,62708,10953,0,0.08,0.08,0.11,0.01,0.02,0.31,0.1,0.06,0.54,0.56,0.44
18,John Wesley University,North Carolina,South,South Atlantic,45100,82100,,0,Private,4 Year,3600,13330,16930,13330,16930,,,,,,,,,,,,,
18,University Toledo,Ohio,Midwest,East North Central,51800,92500,52,21,Public,4 Year,11434,9795,21229,19133,30567,20626,0,0.03,0.12,0.04,0,0.02,0.21,0.08,0.04,0.67,0.5,0.5
18,Northwestern Oklahoma State University,Oklahoma,South,West South Central,42200,76800,55,11,Public,4 Year,4780,7036,11816,14153,18933,2166,0.06,0.01,0.06,0.07,0.01,0.01,0.21,0.06,0.08,0.65,0.58,0.42
18,Warner Pacific College,Oregon,West,Pacific,45500,80500,58,10,Private,4 Year,9630,18740,28370,18740,28370,554,0.01,0.04,0.1,0.17,0.02,0.05,0.38,0.01,0.06,0.54,0.57,0.44
18,Ursinus College,Pennsylvania,Northeast,Middle Atlantic,54400,101800,42,40,Private,4 Year,12750,52050,64800,52050,64800,,,,,,,,,,,,,
18,University South Carolina Aiken,South Carolina,South,South Atlantic,41600,75100,58,10,Public,4 Year,7766,10760,18526,21218,28984,3444,0,0.01,0.25,0.04,0,0.03,0.34,0.03,0.02,0.61,0.63,0.37
18,University Tennessee Martin,Tennessee,South,East South Central,44400,78600,58,10,Public,4 Year,6164,9512,15676,15552,21716,7042,0,0.01,0.15,0.02,0,0.02,0.2,0.03,0,0.77,0.59,0.41
18,LeTourneau University,Texas,South,West South Central,56600,98900,53,21,Private,4 Year,9970,30210,40180,30210,40180,2667,0,0.01,0.1,0.09,0,0.04,0.24,0.04,0.13,0.58,0.52,0.49
18,Shenandoah University,Virginia,South,South Atlantic,48700,86600,57,7,Private,4 Year,10370,32530,42900,32530,42900,3693,0.01,0.07,0.11,0.05,0,0,0.25,0.05,0.05,0.65,0.64,0.36
18,Bellevue College,Washington,West,Pacific,50100,88500,56,14,Public,2 Year,,4258,4258,9689,9689,13469,0.01,0.17,0.05,0.11,0.01,0.04,0.38,0.06,0.09,0.48,0.55,0.45
18,West Virginia University Parkersburg,West Virginia,South,South Atlantic,36700,65200,67,3,Public,2 Year,,6330,6330,10920,10920,2985,0,0.01,0.02,0,0,0.03,0.05,0,0.04,0.91,0.62,0.38
18,Carthage College,Wisconsin,Midwest,East North Central,48900,85400,48,17,Private,4 Year,11990,43550,55540,43550,55540,2948,0,0.01,0.05,0.04,0,0.02,0.14,0.01,0.12,0.74,0.54,0.46
19,University Mobile,Alabama,South,East South Central,40600,74100,77,7,Private,4 Year,9600,22820,32420,22820,32420,1600,0.02,0.01,0.24,0.01,0,0.02,0.3,0.03,0.05,0.63,0.66,0.34
19,Philander Smith College,Arkansas,South,West South Central,34600,61200,,26,Private,4 Year,8250,12414,20664,12414,20664,567,0,0.01,0.9,0,0,0.02,0.94,0.06,0,0.01,0.64,0.36
19,University California Davis,California,West,Pacific,61500,112600,52,35,Public,4 Year,16211,14463,30674,43458,59669,34508,0,0.3,0.02,0.17,0,0.05,0.54,0.1,0.02,0.33,0.57,0.44
19,Nazarene Bible College,Colorado,West,Mountain,33600,60100,,0,Private,4 Year,,14700,14700,14700,14700,762,0.01,0.01,0.06,0.07,0,0.03,0.18,0,0,0.82,0.37,0.63
19,University North Florida,Florida,South,South Atlantic,48800,86600,51,11,Public,4 Year,9976,6394,16370,20112,30088,15984,0,0.04,0.1,0.09,0,0.05,0.28,0.02,0,0.69,0.56,0.44
19,Valdosta State University,Georgia,South,South Atlantic,43400,81000,57,7,Public,4 Year,8110,7476,15586,20958,29068,11563,0,0.01,0.33,0.04,0,0.03,0.42,0.03,0,0.55,0.61,0.39
19,North Central College,Illinois,Midwest,East North Central,50400,92900,45,9,Private,4 Year,11019,38880,49899,38880,49899,3043,0,0.02,0.04,0.09,0,0.03,0.18,0.02,0.07,0.73,0.55,0.45
19,Indiana Institute Technology,Indiana,Midwest,East North Central,50000,84900,46,11,Private,4 Year,10020,26900,36920,26900,36920,7192,0,0.01,0.37,0.04,0,0.02,0.44,0.03,0.12,0.41,0.62,0.38
19,Morningside College,Iowa,Midwest,West North Central,44900,82100,60,6,Private,4 Year,9610,31530,41140,31530,41140,2823,0,0.01,0.01,0.03,0,0.01,0.06,0.02,0.1,0.82,0.68,0.32
19,Emporia State University,Kansas,Midwest,West North Central,43500,78000,60,9,Public,4 Year,8912,6758,15670,20675,29587,6114,0.01,0.01,0.04,0.06,0,0.05,0.16,0.09,0.03,0.72,0.63,0.37
19,Berea College,Kentucky,South,East South Central,39500,71600,53,27,Private,4 Year,6764,39990,46754,39990,46754,1621,0,0.02,0.15,0.06,0,0.05,0.28,0.08,0.02,0.62,0.56,0.44
19,Salisbury University,Maryland,South,South Atlantic,50400,89800,51,12,Public,4 Year,11950,9824,21774,19526,31476,8770,0,0.03,0.12,0.04,0,0.04,0.23,0.02,0.03,0.72,0.59,0.41
19,Stonehill College,Massachusetts,Northeast,New England,55900,103200,42,18,Private,4 Year,16000,42746,58746,42746,58746,2284,0,0.02,0.04,0.05,0,0.02,0.13,0.01,0.03,0.84,0.59,0.41
19,Northwood University,Michigan,Midwest,East North Central,47800,86300,47,1,Private,4 Year,10480,27060,37540,27060,37540,3131,0,0.01,0.09,0.05,0,0.01,0.16,0.03,0.17,0.64,0.44,0.57
19,University Minnesota Crookston,Minnesota,Midwest,West North Central,49200,86400,54,4,Public,4 Year,7658,11921,19579,11921,19579,2850,0.01,0.02,0.05,0.02,0,0.01,0.1,0.03,0.26,0.61,0.53,0.47
19,Drury University,Missouri,Midwest,West North Central,42600,79400,60,12,Private,4 Year,8096,28365,36461,28365,36461,4215,0.01,0.01,0.04,0.05,0,0.02,0.13,0.05,0,0.82,0.61,0.4
19,Concordia University Nebraska,Nebraska,Midwest,West North Central,39700,68900,48,5,Private,4 Year,8470,32220,40690,32220,40690,2332,0,0.02,0.05,0.04,0,0.01,0.12,0.01,0.08,0.8,0.6,0.4
19,Fairleigh Dickinson University Metropolitan,New Jersey,Northeast,Middle Atlantic,50800,93000,43,23,Private,4 Year,13348,40236,53584,40236,53584,8777,0,0.05,0.1,0.21,0,0.01,0.38,0.13,0.09,0.4,0.59,0.41
19,Barnard College,New York,Northeast,Middle Atlantic,59200,109800,57,19,Private,4 Year,17225,55032,72257,55032,72257,2573,0,0.14,0.07,0.11,0,0.05,0.37,0.08,0.01,0.55,1,0
19,Methodist University,North Carolina,South,South Atlantic,45800,80500,58,9,Private,4 Year,12890,33846,46736,33846,46736,2461,0.01,0.02,0.18,0.08,0,0.03,0.32,0.06,0.11,0.51,0.46,0.54
19,University North Carolina Wilmington,North Carolina,South,South Atlantic,46400,80500,47,14,Public,4 Year,10686,7000,17686,21065,31751,14570,0.01,0.02,0.06,0.06,0,0.03,0.17,0.01,0.03,0.79,0.62,0.38
19,College Wooster,Ohio,Midwest,East North Central,49200,91300,56,32,Private,4 Year,11850,50250,62100,50250,62100,2049,0.01,0.04,0.08,0.05,0,0,0.18,0.08,0.04,0.7,0.55,0.45
19,Oklahoma Baptist University,Oklahoma,South,West South Central,43900,76600,62,8,Private,4 Year,7350,28258,35608,28258,35608,1979,0.05,0.01,0.06,0.02,0,0.08,0.23,0.04,0.03,0.7,0.59,0.41
19,Marylhurst University,Oregon,West,Pacific,46200,79800,63,0,Private,4 Year,,20835,20835,20835,20835,1273,0.01,0.02,0.06,0.06,0.01,0.03,0.18,0.08,0.05,0.69,0.67,0.33
19,Pennsylvania State University Penn State Harrisburg,Pennsylvania,Northeast,Middle Atlantic,55000,100400,47,31,Public,4 Year,13280,15198,28478,24450,37730,4519,0,0.07,0.09,0.06,0,0.03,0.26,0.1,0.02,0.62,0.44,0.56
19,University Pittsburgh Pittsburgh,Pennsylvania,Northeast,Middle Atlantic,55900,100400,50,27,Public,4 Year,11050,19080,30130,32052,43102,28617,0,0.08,0.05,0.03,0,0.03,0.18,0.1,0.03,0.69,0.52,0.48
19,Newberry College,South Carolina,South,South Atlantic,41200,74700,54,14,Private,4 Year,10666,26424,37090,26424,37090,1093,0,0.01,0.26,0.04,0,0.03,0.34,0.04,0.02,0.6,0.47,0.53
19,Tennessee State University,Tennessee,South,East South Central,47200,78400,68,14,Public,4 Year,7806,8008,15814,21364,29170,9027,0,0.01,0.64,0.01,0,0.03,0.69,0.1,0.01,0.2,0.61,0.39
19,Texas Christian University,Texas,South,West South Central,56000,98700,51,9,Private,4 Year,12804,46950,59754,46950,59754,10033,0.01,0.03,0.05,0.11,0,0.01,0.2,0.05,0.03,0.73,0.59,0.41
19,Randolph College,Virginia,South,South Atlantic,47000,86100,50,23,Private,4 Year,13580,39585,53165,39585,53165,693,0.01,0.03,0.11,0.05,0,0.04,0.22,0.1,0,0.68,0.64,0.36
19,University Wisconsin Oshkosh,Wisconsin,Midwest,East North Central,47700,84300,52,10,Public,4 Year,7448,8820,16268,16393,23841,14541,0.01,0.04,0.02,0.03,0,0.02,0.11,0.01,0.01,0.87,0.61,0.39
20,Alabama State University,Alabama,South,East South Central,39800,71500,61,16,Public,4 Year,5422,11068,16490,19396,24818,5519,0,0,0.9,0.01,0,0.01,0.93,0.02,0.01,0.04,0.62,0.38
20,Menlo College,California,West,Pacific,61900,112400,59,0,Private,4 Year,14225,42800,57025,42800,57025,794,0.01,0.07,0.07,0.21,0.03,0.07,0.45,0.13,0.08,0.34,0.41,0.59
20,Southern Connecticut State University,Connecticut,Northeast,New England,48500,83600,51,6,Public,4 Year,12860,10875,23735,22115,34975,10825,0,0.03,0.14,0.1,0,0.02,0.29,0.01,0.09,0.62,0.64,0.36
20,New College Florida,Florida,South,South Atlantic,47300,86500,40,4,Public,4 Year,9264,6919,16183,29944,39208,834,0,0.02,0.03,0.15,0,0.05,0.25,0.02,0.03,0.71,0.59,0.41
20,Georgia College and State University,Georgia,South,South Atlantic,45300,80300,51,12,Public,4 Year,11016,9346,20362,28060,39076,6772,0,0.02,0.08,0.05,0,0.02,0.16,0.02,0,0.82,0.61,0.39
20,Saint Xavier University,Illinois,Midwest,East North Central,49400,91200,60,10,Private,4 Year,11340,33880,45220,33880,45220,4073,0,0.03,0.16,0.23,0,0.02,0.44,0,0.05,0.51,0.69,0.31
20,Manchester University,Indiana,Midwest,East North Central,46900,84700,56,10,Private,4 Year,9580,32758,42338,32758,42338,1488,0,0.04,0.06,0.05,0,0.03,0.17,0.02,0.01,0.8,0.53,0.47
20,Clarke University,Iowa,Midwest,West North Central,44900,80200,52,6,Private,4 Year,9600,33350,42950,33350,42950,1200,0,0.01,0.03,0.04,0,0.01,0.09,0.01,0.02,0.88,0.7,0.3
20,Tabor College,Kansas,Midwest,West North Central,43300,77500,62,7,Private,4 Year,9850,28245,38095,28245,38095,766,0,0.01,0.08,0.11,0,0.03,0.24,0.02,0.06,0.68,0.5,0.51
20,Asbury University,Kentucky,South,East South Central,39400,70800,59,4,Private,4 Year,7160,30198,37358,30198,37358,1879,0,0.01,0.05,0.02,0,0.05,0.14,0.02,0.05,0.8,0.61,0.39
20,Northwestern State University Louisiana,Louisiana,South,West South Central,44300,79300,62,6,Public,4 Year,8884,8580,17464,19368,28252,9002,0.02,0.01,0.27,0.05,0,0.03,0.37,0.01,0.03,0.59,0.69,0.31
20,University Baltimore,Maryland,South,South Atlantic,51000,89600,56,2,Public,4 Year,,8958,8958,21076,21076,6422,0,0.05,0.4,0.05,0,0.03,0.53,0.03,0.04,0.41,0.58,0.42
20,Western New England University,Massachusetts,Northeast,New England,56400,103000,44,21,Private,4 Year,13590,36804,50394,36804,50394,3922,0,0.04,0.06,0.07,0,0.01,0.18,0.03,0.09,0.7,0.45,0.55
20,University Massachusetts Amherst,Massachusetts,Northeast,New England,57400,103000,46,24,Public,4 Year,13202,16072,29274,34755,47957,28635,0,0.08,0.04,0.05,0,0.02,0.19,0.08,0.1,0.64,0.49,0.51
20,Walsh College Accountancy and Business Administration,Michigan,Midwest,East North Central,49400,85200,42,5,Private,4 Year,,17625,17625,17625,17625,2753,0,0.05,0.1,0.03,0,0.01,0.19,0.04,0.01,0.76,0.49,0.51
20,Metropolitan State University,Minnesota,Midwest,West North Central,50200,85900,53,11,Public,4 Year,,7879,7879,14980,14980,8355,0.01,0.12,0.18,0.05,0,0.04,0.4,0.02,0.03,0.56,0.56,0.44
20,Southeast Missouri State University,Missouri,Midwest,West North Central,43700,79100,52,9,Public,4 Year,8935,7418,16353,13155,22090,12087,0.01,0.01,0.09,0.02,0,0,0.12,0.09,0.06,0.74,0.57,0.43
20,Rowan University,New Jersey,Northeast,Middle Atlantic,51100,91200,43,21,Public,4 Year,12552,13697,26249,22339,34891,14778,0,0.06,0.09,0.09,0,0.02,0.26,0.01,0.04,0.69,0.5,0.5
20,Binghamton University,New York,Northeast,Middle Atlantic,61300,109600,44,34,Public,4 Year,15058,9808,24866,24488,39546,16695,0,0.12,0.05,0.09,0,0.02,0.28,0.16,0.03,0.52,0.48,0.52
20,University Akron,Ohio,Midwest,East North Central,50700,89200,48,22,Public,4 Year,12200,11463,23663,17750,29950,23962,0,0.02,0.12,0.02,0,0.03,0.2,0.06,0.03,0.72,0.49,0.51
20,Oklahoma Panhandle State University,Oklahoma,South,West South Central,42300,74400,54,10,Public,4 Year,4695,8194,12889,9133,13828,1298,0.03,0.01,0.1,0.16,0,0.03,0.34,0.02,0.03,0.61,0.55,0.45
20,Western Oregon University,Oregon,West,Pacific,44500,79300,50,5,Public,4 Year,10415,9540,19955,26415,36830,6049,0.02,0.03,0.03,0.08,0.02,0,0.19,0.06,0.06,0.7,0.61,0.39
20,Southern Wesleyan University,South Carolina,South,South Atlantic,42900,74600,52,5,Private,4 Year,9030,25476,34506,25476,34506,1778,0,0.01,0.27,0.03,0,0.02,0.33,0.02,0.14,0.51,0.64,0.36
20,Austin Peay State University,Tennessee,South,East South Central,44200,78200,63,10,Public,4 Year,10700,8411,19111,24467,35167,10111,0,0.02,0.19,0.06,0,0.05,0.32,0,0.02,0.66,0.6,0.4
20,Freed Hardeman University,Tennessee,South,East South Central,43700,78200,54,9,Private,4 Year,8260,21950,30210,21950,30210,1867,0,0.01,0.12,0.02,0,0.02,0.17,0.02,0.11,0.7,0.58,0.42
20,Texas A&M University Kingsville,Texas,South,West South Central,53100,97500,63,53,Public,4 Year,8760,8462,17222,20912,29672,13246,0,0.01,0.06,0.6,0,0.01,0.67,0.14,0.01,0.18,0.51,0.49
20,Roanoke College,Virginia,South,South Atlantic,48500,85100,53,18,Private,4 Year,13690,44030,57720,44030,57720,2050,0,0.02,0.05,0.04,0,0.04,0.15,0.03,0,0.82,0.6,0.4
20,Eastern Washington University,Washington,West,Pacific,49500,87500,52,17,Public,4 Year,12793,7323,20116,24444,37237,13453,0.01,0.03,0.03,0.13,0,0.05,0.25,0.03,0.07,0.64,0.56,0.44
